Model Year,FullName,MPG,Eng Displ,# Cyl
1988,1988 ACURA 2.3CL/3.0CL,23,3.0,6
1988,1988 ACURA 2.3CL/3.0CL,25,2.3,4
1988,1988 ACURA 2.3CL/3.0CL,27,2.3,4
1988,1988 ACURA 3.2TL,22,3.2,6
1988,1988 ACURA 3.5RL,20,3.5,6
1988,1988 ACURA INTEGRA,27,1.8,4
1988,1988 ACURA INTEGRA,27,1.8,4
1988,1988 ACURA INTEGRA,28,1.8,4
1988,1988 ACURA NSX,20,3.0,6
1988,1988 ACURA NSX,20,3.2,6
1988,1988 ACURA SLX,17,3.5,6
1988,1988 AUDI A4,22,2.8,6
1988,1988 AUDI A4,23,2.8,6
1988,1988 AUDI A4,24,1.8,4
1988,1988 AUDI A4,26,1.8,4
1988,1988 AUDI A4 AVANT QUATTRO,21,1.8,4
1988,1988 AUDI A4 AVANT QUATTRO,21,2.8,6
1988,1988 AUDI A4 AVANT QUATTRO,22,2.8,6
1988,1988 AUDI A4 AVANT QUATTRO,24,1.8,4
1988,1988 AUDI A4 QUATTRO,21,1.8,4
1988,1988 AUDI A4 QUATTRO,21,2.8,6
1988,1988 AUDI A4 QUATTRO,22,2.8,6
1988,1988 AUDI A4 QUATTRO,24,1.8,4
1988,1988 AUDI A6,21,2.8,6
1988,1988 AUDI A6 AVANT QUATTRO,20,2.8,6
1988,1988 AUDI A6 QUATTRO,20,2.8,6
1988,1988 AUDI A8,20,3.7,8
1988,1988 AUDI A8 QUATTRO,20,4.2,8
1988,1988 BENTLEY BENTLEY ARNAGE,14,4.4,8
1988,1988 BENTLEY BENTLEY AZURE,13,6.8,8
1988,1988 BENTLEY BENTLEY BROOKLANDS R LIMO,12,6.8,8
1988,1988 BENTLEY BENTLEY CONTINENTAL R,13,6.8,8
1988,1988 BENTLEY BENTLEY CONTINENTAL SC,13,6.8,8
1988,1988 BENTLEY BENTLEY CONTINENTAL T,13,6.8,8
1988,1988 BENTLEY BENTLEY TURBO RT,13,6.8,8
1988,1988 BMW 318TI,26,1.9,4
1988,1988 BMW 318TI,27,1.9,4
1988,1988 BMW 323I,22,2.5,6
1988,1988 BMW 323I,23,2.5,6
1988,1988 BMW 323I CONVERTIBLE,22,2.5,6
1988,1988 BMW 323I CONVERTIBLE,24,2.5,6
1988,1988 BMW 323IS,22,2.5,6
1988,1988 BMW 323IS,24,2.5,6
1988,1988 BMW 328I,22,2.8,6
1988,1988 BMW 328I,24,2.8,6
1988,1988 BMW 328I CONV,23,2.8,6
1988,1988 BMW 328I CONV,23,2.8,6
1988,1988 BMW 328IS,23,2.8,6
1988,1988 BMW 328IS,23,2.8,6
1988,1988 BMW 528I,21,2.8,6
1988,1988 BMW 528I,24,2.8,6
1988,1988 BMW 528I TOURING,21,2.8,6
1988,1988 BMW 528I TOURING,21,2.8,6
1988,1988 BMW 540I,18,4.4,8
1988,1988 BMW 540I,18,4.4,8
1988,1988 BMW 540I,20,4.4,8
1988,1988 BMW 540I TOURING,18,4.4,8
1988,1988 BMW 740I,17,4.4,8
1988,1988 BMW 740I,19,4.4,8
1988,1988 BMW 740IL,19,4.4,8
1988,1988 BMW 750IL,16,5.4,12
1988,1988 BMW M COUPE,22,3.2,6
1988,1988 BMW M ROADSTER,22,3.2,6
1988,1988 BMW M3,22,3.2,6
1988,1988 BMW M3 CONVERTIBLE,20,3.2,6
1988,1988 BMW M3 CONVERTIBLE,22,3.2,6
1988,1988 BMW Z3 COUPE,21,2.8,6
1988,1988 BMW Z3 COUPE,22,2.8,6
1988,1988 BMW Z3 ROADSTER,21,2.5,6
1988,1988 BMW Z3 ROADSTER,21,2.8,6
1988,1988 BMW Z3 ROADSTER,21,2.8,6
1988,1988 BMW Z3 ROADSTER,22,2.5,6
1988,1988 BUICK CENTURY,23,3.1,6
1988,1988 BUICK LESABRE,23,3.8,6
1988,1988 BUICK PARK AVENUE,21,3.8,6
1988,1988 BUICK PARK AVENUE,22,3.8,6
1988,1988 BUICK REGAL,21,3.8,6
1988,1988 BUICK REGAL,23,3.8,6
1988,1988 BUICK RIVIERA,21,3.8,6
1988,1988 CADILLAC CATERA,20,3.0,6
1988,1988 CADILLAC DEVILLE,20,4.6,8
1988,1988 CADILLAC ELDORADO,20,4.6,8
1988,1988 CADILLAC ESCALADE 4WD,14,5.7,8
1988,1988 CADILLAC FUNERAL COACH/HEARSE,20,4.6,8
1988,1988 CADILLAC LIMOUSINE,20,4.6,8
1988,1988 CADILLAC SEVILLE,20,4.6,8
1988,1988 CHEVROLET ASTRO 2WD (CARGO),18,4.3,6
1988,1988 CHEVROLET ASTRO 2WD (PASSENGER),18,4.3,6
1988,1988 CHEVROLET ASTRO AWD (CARGO),18,4.3,6
1988,1988 CHEVROLET ASTRO AWD (PASSENGER),17,4.3,6
1988,1988 CHEVROLET BLAZER 2WD,18,4.3,6
1988,1988 CHEVROLET BLAZER 2WD,19,4.3,6
1988,1988 CHEVROLET BLAZER 4WD,16,4.3,6
1988,1988 CHEVROLET BLAZER 4WD,18,4.3,6
1988,1988 CHEVROLET C1500 PICKUP 2WD,16,5.0,8
1988,1988 CHEVROLET C1500 PICKUP 2WD,16,5.7,8
1988,1988 CHEVROLET C1500 SILVERADO 2WD,17,4.8,8
1988,1988 CHEVROLET C1500 SILVERADO 2WD,17,5.3,8
1988,1988 CHEVROLET C1500 SILVERADO 2WD,18,4.3,6
1988,1988 CHEVROLET C1500 SILVERADO 2WD,18,4.8,8
1988,1988 CHEVROLET C1500 SILVERADO 2WD,19,4.3,6
1988,1988 CHEVROLET C1500 SUBURBAN 2WD,15,5.7,8
1988,1988 CHEVROLET C1500 TAHOE 2WD,15,5.7,8
1988,1988 CHEVROLET C2500 SILVERADO 2WD,13,6.0,8
1988,1988 CHEVROLET C2500 SILVERADO 2WD,17,5.3,8
1988,1988 CHEVROLET CAMARO,20,5.7,8
1988,1988 CHEVROLET CAMARO,22,3.8,6
1988,1988 CHEVROLET CAMARO,22,5.7,8
1988,1988 CHEVROLET CAMARO,23,3.8,6
1988,1988 CHEVROLET CAVALIER,25,2.2,4
1988,1988 CHEVROLET CAVALIER,25,2.4,4
1988,1988 CHEVROLET CAVALIER,26,2.2,4
1988,1988 CHEVROLET CAVALIER,26,2.4,4
1988,1988 CHEVROLET CAVALIER,28,2.2,4
1988,1988 CHEVROLET CORVETTE,19,5.7,8
1988,1988 CHEVROLET CORVETTE,22,5.7,8
1988,1988 CHEVROLET G1500/G2500 CHEVY EXPRESS 2W,15,5.0,8
1988,1988 CHEVROLET G1500/G2500 CHEVY EXPRESS 2W,15,5.7,8
1988,1988 CHEVROLET G1500/G2500 CHEVY EXPRESS 2W,16,4.3,6
1988,1988 CHEVROLET G1500/G2500 CHEVY VAN 2WD,15,5.7,8
1988,1988 CHEVROLET G1500/G2500 CHEVY VAN 2WD,16,4.3,6
1988,1988 CHEVROLET G1500/G2500 CHEVY VAN 2WD,16,5.0,8
1988,1988 CHEVROLET K1500 PICKUP 4WD,15,5.7,8
1988,1988 CHEVROLET K1500 PICKUP 4WD,16,5.0,8
1988,1988 CHEVROLET K1500 SILVERADO 4WD,16,4.3,6
1988,1988 CHEVROLET K1500 SILVERADO 4WD,16,4.8,8
1988,1988 CHEVROLET K1500 SILVERADO 4WD,16,4.8,8
1988,1988 CHEVROLET K1500 SILVERADO 4WD,16,5.3,8
1988,1988 CHEVROLET K1500 SILVERADO 4WD,18,4.3,6
1988,1988 CHEVROLET K1500 TAHOE 4WD,14,5.7,8
1988,1988 CHEVROLET K1500 TAHOE 4WD,16,6.5,8
1988,1988 CHEVROLET LUMINA/MONTECARLO,23,3.1,6
1988,1988 CHEVROLET LUMINA/MONTECARLO,23,3.8,6
1988,1988 CHEVROLET MALIBU,23,3.1,6
1988,1988 CHEVROLET MALIBU,25,2.4,4
1988,1988 CHEVROLET METRO,32,1.3,4
1988,1988 CHEVROLET METRO,41,1.3,4
1988,1988 CHEVROLET METRO,43,1.0,3
1988,1988 CHEVROLET PRIZM,30,1.8,4
1988,1988 CHEVROLET PRIZM,31,1.8,4
1988,1988 CHEVROLET PRIZM,33,1.8,4
1988,1988 CHEVROLET S10 PICKUP 2WD,18,4.3,6
1988,1988 CHEVROLET S10 PICKUP 2WD,19,4.3,6
1988,1988 CHEVROLET S10 PICKUP 2WD,22,2.2,4
1988,1988 CHEVROLET S10 PICKUP 2WD,25,2.2,4
1988,1988 CHEVROLET S10 PICKUP 4WD,18,4.3,6
1988,1988 CHEVROLET S10 PICKUP 4WD,18,4.3,6
1988,1988 CHEVROLET TRACKER 2WD CONVERTIBLE,24,2.0,4
1988,1988 CHEVROLET TRACKER 2WD CONVERTIBLE,24,2.0,4
1988,1988 CHEVROLET TRACKER 2WD CONVERTIBLE,26,1.6,4
1988,1988 CHEVROLET TRACKER 2WD HARDTOP,24,2.0,4
1988,1988 CHEVROLET TRACKER 2WD HARDTOP,25,2.0,4
1988,1988 CHEVROLET TRACKER 4X4 CONVERTIBLE,23,2.0,4
1988,1988 CHEVROLET TRACKER 4X4 CONVERTIBLE,24,2.0,4
1988,1988 CHEVROLET TRACKER 4X4 CONVERTIBLE,26,1.6,4
1988,1988 CHEVROLET TRACKER 4X4 HARDTOP,23,2.0,4
1988,1988 CHEVROLET TRACKER 4X4 HARDTOP,24,2.0,4
1988,1988 CHEVROLET VENTURE FWD,20,3.4,6
1988,1988 CHRYSLER 300 M,21,3.5,6
1988,1988 CHRYSLER CHRYSLER SEBRING,22,2.5,6
1988,1988 CHRYSLER CHRYSLER SEBRING,24,2.0,4
1988,1988 CHRYSLER CHRYSLER SEBRING,25,2.0,4
1988,1988 CHRYSLER CIRRUS,22,2.5,6
1988,1988 CHRYSLER CIRRUS,22,2.5,6
1988,1988 CHRYSLER CONCORDE,22,3.2,6
1988,1988 CHRYSLER CONCORDE,24,2.7,6
1988,1988 CHRYSLER LHS,21,3.5,6
1988,1988 CHRYSLER SEBRING CONVERTIBLE,22,2.5,6
1988,1988 CHRYSLER SEBRING CONVERTIBLE,22,2.5,6
1988,1988 CHRYSLER SEBRING CONVERTIBLE,24,2.4,4
1988,1988 CHRYSLER TOWN & COUNTRY 2WD,19,3.8,6
1988,1988 CHRYSLER TOWN & COUNTRY 2WD,20,3.3,6
1988,1988 CHRYSLER TOWN & COUNTRY 2WD,20,3.3,6
1988,1988 CHRYSLER TOWN & COUNTRY AWD,19,3.8,6
1988,1988 DAEWOO LANOS,27,1.6,4
1988,1988 DAEWOO LANOS,28,1.5,4
1988,1988 DAEWOO LANOS,30,1.5,4
1988,1988 DAEWOO LANOS,30,1.6,4
1988,1988 DAEWOO LEGANZA,23,2.2,4
1988,1988 DAEWOO LEGANZA,24,2.2,4
1988,1988 DAEWOO NUBIRA,25,2.0,4
1988,1988 DAEWOO NUBIRA,26,2.0,4
1988,1988 DAEWOO NUBIRA STATION WAGON,25,2.0,4
1988,1988 DAEWOO NUBIRA STATION WAGON,26,2.0,4
1988,1988 DODGE B1500 VAN 2WD,14,5.9,8
1988,1988 DODGE B1500 VAN 2WD,15,5.2,8
1988,1988 DODGE B1500 VAN 2WD,16,3.9,6
1988,1988 DODGE B1500 WAGON 2WD,15,3.9,6
1988,1988 DODGE B1500 WAGON 2WD,15,5.2,8
1988,1988 DODGE B2500 VAN 2WD,14,5.9,8
1988,1988 DODGE B2500 VAN 2WD,15,5.2,8
1988,1988 DODGE B2500 WAGON 2WD,14,5.9,8
1988,1988 DODGE B2500 WAGON 2WD,15,5.2,8
1988,1988 DODGE CARAVAN 2WD,19,3.8,6
1988,1988 DODGE CARAVAN 2WD,19,3.8,6
1988,1988 DODGE CARAVAN 2WD,20,3.3,6
1988,1988 DODGE CARAVAN 2WD,20,3.3,6
1988,1988 DODGE CARAVAN 2WD,21,3.0,6
1988,1988 DODGE CARAVAN 2WD,22,2.4,4
1988,1988 DODGE CARAVAN AWD,18,3.8,6
1988,1988 DODGE CARAVAN AWD,19,3.8,6
1988,1988 DODGE DAKOTA PICKUP 2WD,14,5.9,8
1988,1988 DODGE DAKOTA PICKUP 2WD,15,5.2,8
1988,1988 DODGE DAKOTA PICKUP 2WD,15,5.2,8
1988,1988 DODGE DAKOTA PICKUP 2WD,18,3.9,6
1988,1988 DODGE DAKOTA PICKUP 2WD,18,3.9,6
1988,1988 DODGE DAKOTA PICKUP 2WD,22,2.5,4
1988,1988 DODGE DAKOTA PICKUP 4WD,14,5.2,8
1988,1988 DODGE DAKOTA PICKUP 4WD,15,5.2,8
1988,1988 DODGE DAKOTA PICKUP 4WD,16,3.9,6
1988,1988 DODGE DAKOTA PICKUP 4WD,17,3.9,6
1988,1988 DODGE DODGE AVENGER,22,2.5,6
1988,1988 DODGE DODGE AVENGER,24,2.0,4
1988,1988 DODGE DODGE AVENGER,25,2.0,4
1988,1988 DODGE DURANGO 2WD,14,5.9,8
1988,1988 DODGE DURANGO 2WD,16,5.2,8
1988,1988 DODGE DURANGO 2WD,17,3.9,6
1988,1988 DODGE DURANGO 4WD,14,5.2,8
1988,1988 DODGE DURANGO 4WD,14,5.9,8
1988,1988 DODGE DURANGO 4WD,16,3.9,6
1988,1988 DODGE INTREPID,21,3.2,6
1988,1988 DODGE INTREPID,24,2.7,6
1988,1988 DODGE NEON (DODGE),27,2.0,4
1988,1988 DODGE NEON (DODGE),32,2.0,4
1988,1988 DODGE RAM 1500 PICKUP 2WD,14,5.9,8
1988,1988 DODGE RAM 1500 PICKUP 2WD,15,5.2,8
1988,1988 DODGE RAM 1500 PICKUP 2WD,15,5.2,8
1988,1988 DODGE RAM 1500 PICKUP 2WD,17,3.9,6
1988,1988 DODGE RAM 1500 PICKUP 2WD,17,3.9,6
1988,1988 DODGE RAM 1500 PICKUP 4WD,13,5.9,8
1988,1988 DODGE RAM 1500 PICKUP 4WD,14,5.2,8
1988,1988 DODGE RAM 1500 PICKUP 4WD,14,5.2,8
1988,1988 DODGE STRATUS,22,2.5,6
1988,1988 DODGE STRATUS,22,2.5,6
1988,1988 DODGE STRATUS,24,2.4,4
1988,1988 DODGE STRATUS,30,2.0,4
1988,1988 FERRARI FERRARI 456 MGT/MGTA,11,5.5,12
1988,1988 FERRARI FERRARI 456 MGT/MGTA,12,5.5,12
1988,1988 FERRARI FERRARI 550 MARANELLO,11,5.5,12
1988,1988 FERRARI FERRARI F355/355 F1,11,3.5,8
1988,1988 FERRARI FERRARI F355/355 F1,12,3.5,8
1988,1988 FORD CONTOUR,23,2.5,6
1988,1988 FORD CONTOUR,23,2.5,6
1988,1988 FORD CONTOUR,26,2.0,4
1988,1988 FORD CONTOUR,28,2.0,4
1988,1988 FORD CROWN VICTORIA,17,4.6,8
1988,1988 FORD CROWN VICTORIA,19,4.6,8
1988,1988 FORD E150 CLUB WAGON,14,5.4,8
1988,1988 FORD E150 CLUB WAGON,15,4.2,6
1988,1988 FORD E150 CLUB WAGON,15,4.6,8
1988,1988 FORD E150 ECONOLINE 2WD,15,4.6,8
1988,1988 FORD E150 ECONOLINE 2WD,15,5.4,8
1988,1988 FORD E150 ECONOLINE 2WD,16,4.2,6
1988,1988 FORD E250 ECONOLINE 2WD,13,5.4,8
1988,1988 FORD E250 ECONOLINE 2WD,14,5.4,8
1988,1988 FORD E250 ECONOLINE 2WD,15,4.2,6
1988,1988 FORD ESCORT,29,2.0,4
1988,1988 FORD ESCORT,32,2.0,4
1988,1988 FORD ESCORT WAGON,29,2.0,4
1988,1988 FORD ESCORT WAGON,32,2.0,4
1988,1988 FORD ESCORT ZX2,28,2.0,4
1988,1988 FORD ESCORT ZX2,28,2.0,4
1988,1988 FORD EXPEDITION 2WD,14,5.4,8
1988,1988 FORD EXPEDITION 2WD,15,4.6,8
1988,1988 FORD EXPEDITION 4WD,13,5.4,8
1988,1988 FORD EXPEDITION 4WD,14,4.6,8
1988,1988 FORD EXPLORER 2WD,16,5.0,8
1988,1988 FORD EXPLORER 2WD,18,4.0,6
1988,1988 FORD EXPLORER 2WD,18,4.0,6
1988,1988 FORD EXPLORER 2WD,20,4.0,6
1988,1988 FORD EXPLORER 4WD,16,5.0,8
1988,1988 FORD EXPLORER 4WD,17,4.0,6
1988,1988 FORD EXPLORER 4WD,17,4.0,6
1988,1988 FORD EXPLORER 4WD,18,4.0,6
1988,1988 FORD F150 PICKUP 2WD,15,5.4,8
1988,1988 FORD F150 PICKUP 2WD,16,4.6,8
1988,1988 FORD F150 PICKUP 2WD,16,4.6,8
1988,1988 FORD F150 PICKUP 2WD,17,4.2,6
1988,1988 FORD F150 PICKUP 2WD,18,4.2,6
1988,1988 FORD F150 PICKUP 4WD,14,5.4,8
1988,1988 FORD F150 PICKUP 4WD,15,4.6,8
1988,1988 FORD F150 PICKUP 4WD,15,4.6,8
1988,1988 FORD F150 PICKUP 4WD,16,4.2,6
1988,1988 FORD F150 PICKUP 4WD,16,4.2,6
1988,1988 FORD F250 PICKUP 2WD,13,5.4,8
1988,1988 FORD F250 PICKUP 2WD,15,4.6,8
1988,1988 FORD F250 PICKUP 2WD,15,5.4,8
1988,1988 FORD F250 PICKUP 2WD,16,4.6,8
1988,1988 FORD F250 PICKUP 4WD,13,5.4,8
1988,1988 FORD F250 PICKUP 4WD,15,4.6,8
1988,1988 FORD F250 PICKUP 4WD,15,4.6,8
1988,1988 FORD MUSTANG,20,4.6,8
1988,1988 FORD MUSTANG,20,4.6,8
1988,1988 FORD MUSTANG,22,3.8,6
1988,1988 FORD MUSTANG,23,3.8,6
1988,1988 FORD RANGER FFV - 2WD,19,3.0,6
1988,1988 FORD RANGER FFV - 2WD,20,3.0,6
1988,1988 FORD RANGER FFV - 4WD,17,3.0,6
1988,1988 FORD RANGER FFV - 4WD,19,3.0,6
1988,1988 FORD RANGER PICKUP 2WD,18,4.0,6
1988,1988 FORD RANGER PICKUP 2WD,19,4.0,6
1988,1988 FORD RANGER PICKUP 2WD,22,2.5,4
1988,1988 FORD RANGER PICKUP 2WD,24,2.5,4
1988,1988 FORD RANGER PICKUP 4WD,18,4.0,6
1988,1988 FORD RANGER PICKUP 4WD,18,4.0,6
1988,1988 FORD TAURUS,19,3.4,8
1988,1988 FORD TAURUS,21,3.0,6
1988,1988 FORD TAURUS,22,3.0,6
1988,1988 FORD TAURUS,23,3.0,6
1988,1988 FORD TAURUS WAGON,21,3.0,6
1988,1988 FORD TAURUS WAGON,21,3.0,6
1988,1988 FORD WINDSTAR FWD VAN,19,3.0,6
1988,1988 FORD WINDSTAR FWD VAN,20,3.8,6
1988,1988 FORD WINDSTAR FWD WAGON,19,3.0,6
1988,1988 FORD WINDSTAR FWD WAGON,19,3.8,6
1988,1988 GMC C1500 SIERRA 2WD,16,5.0,8
1988,1988 GMC C1500 SIERRA 2WD,16,5.7,8
1988,1988 GMC C1500 SIERRA 2WD,17,4.8,8
1988,1988 GMC C1500 SIERRA 2WD,17,5.3,8
1988,1988 GMC C1500 SIERRA 2WD,18,4.3,6
1988,1988 GMC C1500 SIERRA 2WD,18,4.8,8
1988,1988 GMC C1500 SIERRA 2WD,19,4.3,6
1988,1988 GMC C1500 SUBURBAN 2WD,15,5.7,8
1988,1988 GMC C1500 YUKON 2WD,15,5.7,8
1988,1988 GMC C2500 SIERRA 2WD,13,6.0,8
1988,1988 GMC C2500 SIERRA 2WD,17,5.3,8
1988,1988 GMC G1500/G2500 SAVANA 2WD CARGO,15,5.7,8
1988,1988 GMC G1500/G2500 SAVANA 2WD CARGO,16,4.3,6
1988,1988 GMC G1500/G2500 SAVANA 2WD CARGO,16,5.0,8
1988,1988 GMC G1500/G2500 SAVANA 2WD PASSE,15,5.0,8
1988,1988 GMC G1500/G2500 SAVANA 2WD PASSE,15,5.7,8
1988,1988 GMC G1500/G2500 SAVANA 2WD PASSE,16,4.3,6
1988,1988 GMC JIMMY 2WD,18,4.3,6
1988,1988 GMC JIMMY 2WD,19,4.3,6
1988,1988 GMC JIMMY 4WD,16,4.3,6
1988,1988 GMC JIMMY 4WD,18,4.3,6
1988,1988 GMC K1500 SIERRA 4WD,15,5.7,8
1988,1988 GMC K1500 SIERRA 4WD,16,4.3,6
1988,1988 GMC K1500 SIERRA 4WD,16,4.8,8
1988,1988 GMC K1500 SIERRA 4WD,16,4.8,8
1988,1988 GMC K1500 SIERRA 4WD,16,5.0,8
1988,1988 GMC K1500 SIERRA 4WD,16,5.3,8
1988,1988 GMC K1500 SIERRA 4WD,18,4.3,6
1988,1988 GMC K1500 YUKON 4WD,14,5.7,8
1988,1988 GMC K1500 YUKON 4WD,16,6.5,8
1988,1988 GMC SAFARI 2WD (CARGO),18,4.3,6
1988,1988 GMC SAFARI 2WD (PASSENGER),18,4.3,6
1988,1988 GMC SAFARI AWD (CARGO),18,4.3,6
1988,1988 GMC SAFARI AWD (PASSENGER),17,4.3,6
1988,1988 GMC SONOMA 2WD,18,4.3,6
1988,1988 GMC SONOMA 2WD,19,4.3,6
1988,1988 GMC SONOMA 2WD,22,2.2,4
1988,1988 GMC SONOMA 2WD,25,2.2,4
1988,1988 GMC SONOMA 4WD,18,4.3,6
1988,1988 GMC SONOMA 4WD,18,4.3,6
1988,1988 HONDA ACCORD,23,3.0,6
1988,1988 HONDA ACCORD,25,2.3,4
1988,1988 HONDA ACCORD,26,2.3,4
1988,1988 HONDA ACCORD,27,2.3,4
1988,1988 HONDA ACCORD,27,2.3,4
1988,1988 HONDA CIVIC,28,1.6,4
1988,1988 HONDA CIVIC,30,1.6,4
1988,1988 HONDA CIVIC,31,1.6,4
1988,1988 HONDA CIVIC,32,1.6,4
1988,1988 HONDA CIVIC,34,1.6,4
1988,1988 HONDA CIVIC HX,36,1.6,4
1988,1988 HONDA CIVIC HX,38,1.6,4
1988,1988 HONDA ODYSSEY,21,3.5,6
1988,1988 HONDA PASSPORT 2WD,18,3.2,6
1988,1988 HONDA PASSPORT 2WD,19,3.2,6
1988,1988 HONDA PASSPORT 4WD,18,3.2,6
1988,1988 HONDA PASSPORT 4WD,19,3.2,6
1988,1988 HONDA PRELUDE,23,2.2,4
1988,1988 HONDA PRELUDE,24,2.2,4
1988,1988 HYUNDAI ACCENT,30,1.5,4
1988,1988 HYUNDAI ACCENT,32,1.5,4
1988,1988 HYUNDAI ELANTRA SEDAN,25,2.0,4
1988,1988 HYUNDAI ELANTRA SEDAN,27,2.0,4
1988,1988 HYUNDAI ELANTRA WAGON,24,2.0,4
1988,1988 HYUNDAI ELANTRA WAGON,27,2.0,4
1988,1988 HYUNDAI SONATA,23,2.5,6
1988,1988 HYUNDAI SONATA,23,2.5,6
1988,1988 HYUNDAI SONATA,24,2.4,4
1988,1988 HYUNDAI SONATA,25,2.4,4
1988,1988 HYUNDAI TIBURON,25,2.0,4
1988,1988 HYUNDAI TIBURON,26,2.0,4
1988,1988 INFINITI G20,24,2.0,4
1988,1988 INFINITI G20,26,2.0,4
1988,1988 INFINITI I30,23,3.0,6
1988,1988 INFINITI I30,23,3.0,6
1988,1988 INFINITI Q45,20,4.1,8
1988,1988 INFINITI QX4 4WD,16,3.3,6
1988,1988 ISUZU AMIGO 2WD,18,3.2,6
1988,1988 ISUZU AMIGO 2WD,22,2.2,4
1988,1988 ISUZU AMIGO 4WD,18,3.2,6
1988,1988 ISUZU AMIGO 4WD,19,3.2,6
1988,1988 ISUZU AMIGO 4WD,21,2.2,4
1988,1988 ISUZU HOMBRE PICKUP 2WD,18,4.3,6
1988,1988 ISUZU HOMBRE PICKUP 2WD,19,4.3,6
1988,1988 ISUZU HOMBRE PICKUP 2WD,22,2.2,4
1988,1988 ISUZU HOMBRE PICKUP 2WD,25,2.2,4
1988,1988 ISUZU HOMBRE PICKUP 4WD,18,4.3,6
1988,1988 ISUZU HOMBRE PICKUP 4WD,18,4.3,6
1988,1988 ISUZU OASIS,23,2.3,4
1988,1988 ISUZU RODEO 2WD,18,3.2,6
1988,1988 ISUZU RODEO 2WD,19,3.2,6
1988,1988 ISUZU RODEO 2WD,22,2.2,4
1988,1988 ISUZU RODEO 4WD,18,3.2,6
1988,1988 ISUZU RODEO 4WD,19,3.2,6
1988,1988 ISUZU TROOPER,17,3.5,6
1988,1988 ISUZU TROOPER,17,3.5,6
1988,1988 JAGUAR JAGUAR VANDEN PLAS,20,4.0,8
1988,1988 JAGUAR JAGUAR VANDEN PLAS S.C.,18,4.0,8
1988,1988 JAGUAR JAGUAR XJ8,20,4.0,8
1988,1988 JAGUAR JAGUAR XJ8L,20,4.0,8
1988,1988 JAGUAR JAGUAR XJR,18,4.0,8
1988,1988 JAGUAR JAGUAR XK8,20,4.0,8
1988,1988 JAGUAR JAGUAR XK8 CONVERTIBLE,20,4.0,8
1988,1988 JEEP CHEROKEE 2WD,18,4.0,6
1988,1988 JEEP CHEROKEE 2WD,19,2.5,4
1988,1988 JEEP CHEROKEE 2WD,20,4.0,6
1988,1988 JEEP CHEROKEE 2WD,23,2.5,4
1988,1988 JEEP CHEROKEE 4WD,18,4.0,6
1988,1988 JEEP CHEROKEE 4WD,19,2.5,4
1988,1988 JEEP CHEROKEE 4WD,19,4.0,6
1988,1988 JEEP GRAND CHEROKEE 2WD,18,4.0,6
1988,1988 JEEP GRAND CHEROKEE 4WD,16,4.7,8
1988,1988 JEEP GRAND CHEROKEE 4WD,18,4.0,6
1988,1988 JEEP WRANGLER 4WD,16,4.0,6
1988,1988 JEEP WRANGLER 4WD,17,2.5,4
1988,1988 JEEP WRANGLER 4WD,17,4.0,6
1988,1988 JEEP WRANGLER 4WD,19,2.5,4
1988,1988 KIA KIA SEPHIA,26,1.8,4
1988,1988 KIA KIA SEPHIA,27,1.8,4
1988,1988 KIA KIA SPORTAGE 2WD,21,2.0,4
1988,1988 KIA KIA SPORTAGE 2WD,21,2.0,4
1988,1988 KIA KIA SPORTAGE 4WD,21,2.0,4
1988,1988 KIA KIA SPORTAGE 4WD,21,2.0,4
1988,1988 LAMBORGHINI DB132/144 DIABLO,11,5.7,12
1988,1988 LAND ROVER LAND ROVER DISCOVERY,15,4.0,8
1988,1988 LAND ROVER LAND ROVER DISCOVERY SERIES II,14,4.0,8
1988,1988 LAND ROVER RANGE ROVER,14,4.0,8
1988,1988 LAND ROVER RANGE ROVER,14,4.6,8
1988,1988 LEXUS ES 300,21,3.0,6
1988,1988 LEXUS GS 300/GS 400,20,4.0,8
1988,1988 LEXUS GS 300/GS 400,22,3.0,6
1988,1988 LEXUS LS 400,21,4.0,8
1988,1988 LEXUS LX 470,15,4.7,8
1988,1988 LEXUS RX 300,21,3.0,6
1988,1988 LEXUS RX 300 4WD,20,3.0,6
1988,1988 LEXUS SC 300/SC 400,21,3.0,6
1988,1988 LEXUS SC 300/SC 400,21,4.0,8
1988,1988 LINCOLN NAVIGATOR 2WD,14,5.4,8
1988,1988 LINCOLN NAVIGATOR 2WD,15,5.4,8
1988,1988 LINCOLN NAVIGATOR 4WD,13,5.4,8
1988,1988 LINCOLN NAVIGATOR 4WD,14,5.4,8
1988,1988 LINCOLN-MERCURY CONTINENTAL,20,4.6,8
1988,1988 LINCOLN-MERCURY COUGAR,22,2.5,6
1988,1988 LINCOLN-MERCURY COUGAR,23,2.5,6
1988,1988 LINCOLN-MERCURY COUGAR,26,2.0,4
1988,1988 LINCOLN-MERCURY COUGAR,28,2.0,4
1988,1988 LINCOLN-MERCURY GRAND MARQUIS,19,4.6,8
1988,1988 LINCOLN-MERCURY MYSTIQUE,22,2.5,6
1988,1988 LINCOLN-MERCURY MYSTIQUE,23,2.5,6
1988,1988 LINCOLN-MERCURY MYSTIQUE,26,2.0,4
1988,1988 LINCOLN-MERCURY MYSTIQUE,28,2.0,4
1988,1988 LINCOLN-MERCURY SABLE,21,3.0,6
1988,1988 LINCOLN-MERCURY SABLE,23,3.0,6
1988,1988 LINCOLN-MERCURY SABLE WAGON,21,3.0,6
